fight_id,fighter_id,opening,closing_range_min,closing_range_max
bad06a5380d762b8,480779d7f9a424d3,-198,-250,-210
dcb27eef6441268c,480779d7f9a424d3,-135,-163,-148
5a8c92dfbb16d26f,480b702debcb5433,-150,180,180
fb7d31b36bebc5af,480b702debcb5433,140,160,160
20aa994cd23074b9,4834ff149dc9542a,-175,-115,-115
28255055879685bc,4834ff149dc9542a,-210,-150,-145
a196dce12754e34e,4834ff149dc9542a,-400,-290,-290
f0666193c544be4a,4834ff149dc9542a,-425,-390,-390
897d9e21c59d0633,483a953b18d73bb3,205,210,230
93f3e9b9f093ad57,483a953b18d73bb3,115,-139,-115
d671f436fab2a252,483a953b18d73bb3,-150,-139,-135
f004d3d50b78af50,483a953b18d73bb3,150,160,162
f81f8cfe30e0a1e9,483a953b18d73bb3,-320,-360,-333
093ebd3375591101,484acc7b0f856ce9,165,210,210
0c6055509d98ed06,484acc7b0f856ce9,175,210,210
1cf53a0b9db52ac6,484acc7b0f856ce9,-275,-250,-250
204fe39cf94f45dc,484acc7b0f856ce9,-290,-270,-270
79298011365a6d90,484acc7b0f856ce9,-385,-400,-400
7f47865cfb9b0d55,484acc7b0f856ce9,-240,-235,-235
80e68a6453e15ab9,484acc7b0f856ce9,125,175,205
8cdc9c13d75adb28,484acc7b0f856ce9,-125,105,115
8edb831924d69dd9,484acc7b0f856ce9,-110,110,115
951d11f8684ed734,484acc7b0f856ce9,-170,-300,-300
98dd88d83f57c17a,484acc7b0f856ce9,275,275,295
a7adbceeff234b61,484acc7b0f856ce9,-155,-150,-150
b509c337d181c567,484acc7b0f856ce9,145,230,235
b7c7707ccea492c7,484acc7b0f856ce9,160,140,140
b8b2cdf962cc65a0,484acc7b0f856ce9,250,465,500
bb9c60bc6924f373,484acc7b0f856ce9,-350,-400,-385
d89e004e3992c5a4,484acc7b0f856ce9,250,295,295
df28f8cb5a12ec8e,484acc7b0f856ce9,160,165,165
e8f499827178a321,484acc7b0f856ce9,-155,110,115
5a2fa552e70958d4,48812daf291a4e23,220,265,320
d1d3b6ab8a56e973,48812daf291a4e23,-105,-135,-125
eb7b0a6f06dbdb4f,48812daf291a4e23,-240,-270,-270
878941394f9e3538,48a9a128784d53d1,215,190,230
8a121f9c48f3773c,48a9a128784d53d1,142,205,225
de767dd5216bcad9,48a9a128784d53d1,-110,123,132
ff8f92cf8fb1b76c,48a9a128784d53d1,-135,-160,-160
1308a39eec6f86cc,48d1f690b763934c,-120,130,150
1e87e0e4da55c92f,48d1f690b763934c,135,185,185
25cb0e15dfc8deb3,48d1f690b763934c,170,180,220
32ae3f0d43babd86,48d1f690b763934c,175,250,250
63ee688385bf7c69,48d1f690b763934c,-260,-260,-260
8151421edf24a821,48d1f690b763934c,575,625,685
81c5c897717a1ef6,48d1f690b763934c,-440,-380,-380
83526f699d25e4e4,48d1f690b763934c,250,240,255
995d42d9ff422ed1,48d1f690b763934c,210,230,230
b091e021e61f1950,48d1f690b763934c,215,375,375
bcab3ebdc21b0b64,48d1f690b763934c,285,410,410
2230a5dbc0907859,48e093ea1f43a053,160,285,290
3101c8d54df53e27,48e093ea1f43a053,-190,-290,-290
382d626d45c36f14,48e093ea1f43a053,165,145,160
72656e864ca1c972,48e093ea1f43a053,250,410,475
7af713ee9e3006eb,48e093ea1f43a053,-175,-215,-215
a0d1be5413e301dd,48e093ea1f43a053,260,285,285
b951f2d4080ef172,48e093ea1f43a053,-270,-340,-325
ca6d4239726931f9,48e093ea1f43a053,175,150,150
d59b40be94d5a609,48e093ea1f43a053,-215,-225,-225
dbc72a4092a0b296,48e093ea1f43a053,280,385,415
e7e244a0bf244e61,48e093ea1f43a053,-245,-250,-240
e881ba0a28fffb6e,48e093ea1f43a053,-350,-440,-440
eb5b6287ba73640d,48e093ea1f43a053,-170,-220,-220
f9a59f7c67fbce01,48e093ea1f43a053,-150,-155,-145
21ebc940f3dfde82,48e96d9cea6d4ab0,135,150,150
bf6857338637013b,48e96d9cea6d4ab0,435,700,800
0239f24134022656,492b202d2064e7a9,-350,-475,-475
03a200326e56d597,492b202d2064e7a9,-300,-430,-420
0fe3681eb934bdc3,492b202d2064e7a9,-110,165,165
409bcfacb259999a,492b202d2064e7a9,-270,-265,-260
4b0aa5c67e69ce74,492b202d2064e7a9,-265,-300,-300
53ee6c3591483193,492b202d2064e7a9,-270,-210,-210
593f3b051aa82b0f,492b202d2064e7a9,-230,-340,-278
6bde0b88f21304d4,492b202d2064e7a9,-135,-150,-150
8857bf28823b1b2d,492b202d2064e7a9,-180,-275,-265
93f1b09aa792405e,492b202d2064e7a9,355,365,370
a9660625bab5d4a3,492b202d2064e7a9,160,195,200
af4cbb9072814a86,492b202d2064e7a9,-1050,-600,-600
b67229e7675eed24,492b202d2064e7a9,110,120,122
e27504d07ebbc441,492b202d2064e7a9,-225,-185,-175
e835e9a4564db497,492b202d2064e7a9,-245,-210,-210
f786136e55007e17,492b202d2064e7a9,205,234,250
f9b600343a31227b,492b202d2064e7a9,215,220,220
5b7b5b01f4dcbd9c,4948e412fa6ab67d,300,230,265
8d9458121f0c4b95,4948e412fa6ab67d,275,225,265
0067048aaa2aa2da,494b0bfdbac74502,-165,-150,-135
979269d4ab5784af,494b0bfdbac74502,110,115,120
c5d48ca7c22f857e,494b0bfdbac74502,-130,130,155
ee31f081cf576273,494b0bfdbac74502,325,385,415
3fc8afbb23b9ac16,4959f10a62f3fec3,-200,-200,-175
c960184a583f1861,4959f10a62f3fec3,125,-200,-179
26025a42e011229f,497ba5b12a4bfc47,450,435,435
2f5ced39b8208e46,497ba5b12a4bfc47,260,345,345
39b79764bbac93cb,497ba5b12a4bfc47,120,150,150
520de85f6d492264,497ba5b12a4bfc47,-160,-108,-108
9f6f356a56e4fe6f,497ba5b12a4bfc47,-165,-160,-160
d23b05f33b741c47,497ba5b12a4bfc47,-270,-260,-260
d359fe8a99250f64,497ba5b12a4bfc47,-135,-150,-150
003c84fc7c3fa028,49858bf46dabf6fb,-105,-475,-420
01c67a3990800dc3,49858bf46dabf6fb,-270,-240,-235
059dcd0b3b8e0a3f,49858bf46dabf6fb,-215,-210,-205
1db121859d2fcda8,49858bf46dabf6fb,185,255,265
33913e8e56c49a4c,49858bf46dabf6fb,-300,-335,-330
43496ff308e681a0,49858bf46dabf6fb,155,-131,-125
5e07077e84fc45cd,49858bf46dabf6fb,-350,-430,-425
6fd7f6f1deaef4e8,49858bf46dabf6fb,-130,-139,-120
71dc4379c738450f,49858bf46dabf6fb,-155,-158,-155
72330020a732c635,49858bf46dabf6fb,170,270,280
90a5ddd6738605d9,49858bf46dabf6fb,200,180,185
9dcf8ce308eaa050,49858bf46dabf6fb,-190,-400,-370
8fd14eb227688467,49a74b9fb2e45fdf,225,275,290
9f56b3c053c44060,49a74b9fb2e45fdf,110,115,115
a1569926652ebc36,49a74b9fb2e45fdf,-185,-130,-125
b2457e9da89967e2,49a74b9fb2e45fdf,-140,-155,-155
b5be58e7fa1e7439,49a74b9fb2e45fdf,335,675,800
d37ed975c2b70fd2,49a74b9fb2e45fdf,325,450,460
f88fefd5df0ba06c,49a74b9fb2e45fdf,170,175,178
0ce63c2148e70b4c,49b130de1da2e1bf,155,275,345
bf614956b28f231c,49b130de1da2e1bf,145,160,175
288f7fb936c1523c,49d2a08964c5eb11,110,180,200
b3044bf646306e7f,49d2a08964c5eb11,-278,-265,-240
b78a222fb448aed4,49d2a08964c5eb11,124,100,120
e30250daa73005a8,49d2a08964c5eb11,-298,-667,-220
e9dfc2f009a77a8d,49d2a08964c5eb11,-300,-340,-275
8c1787fe568f1ca6,49e49b54e5901d0d,190,350,390
20063242f6e40d31,49e96ff8ab781589,-210,-556,-525
3e1c27f17433f9e4,49e96ff8ab781589,-125,-110,108
5abcf9f282983acc,49e96ff8ab781589,-750,-1000,-770
6afaf0ca45431a11,49e96ff8ab781589,100,-145,-140
6db4d7827082d5b9,49e96ff8ab781589,130,-140,-118
b6e086dd8093355d,49e96ff8ab781589,-215,-300,-300
bb4755924dfafaea,49e96ff8ab781589,-120,-145,-138
ca2672e68fedf4b7,49e96ff8ab781589,-1000,-250,-205
d1c519260c0ddf3a,49e96ff8ab781589,-105,-115,-112
df3cc5ec78d05a71,49e96ff8ab781589,205,300,350
e8c57c6259193466,49e96ff8ab781589,-450,-900,-556
01100a90b584215d,49edd0d90f60fb7d,330,450,550
0ac2da3dbaf2fce2,49edd0d90f60fb7d,350,240,310
4080b4310d82b42d,49edd0d90f60fb7d,275,400,475
7edf2fe3a8776a44,49edd0d90f60fb7d,140,120,170
aeb3e4d9710207a4,49edd0d90f60fb7d,-115,-110,110
e56403718205b494,49edd0d90f60fb7d,150,300,350
33d2a1dbb8a7fef5,49ee5024966efc0d,170,275,300
559031e51ced0b53,49ee5024966efc0d,-250,-5000,-190
7ed9e8f3258446c7,49ee5024966efc0d,120,140,160
dd34dd337e637767,49ee5024966efc0d,-115,-273,-250
0590fb4acc06fa93,49f4b511932f71e9,260,270,280
a4816be2c49e3942,49f4b511932f71e9,-185,-250,-230
b56fd6eb7d0b6083,49f4b511932f71e9,-165,-135,-125
09c092dc766fa3f9,49f78022126bf4a4,-110,-107,-105
84d89d2f36d07dc0,49f78022126bf4a4,-210,-190,-185
40781a64c4cea877,4a043165cf47cab2,285,250,325
d44a814b106b94ff,4a043165cf47cab2,360,333,520
e512b80bbaea36c2,4a07b1988477502c,250,330,370
e6031b5937294176,4a07b1988477502c,-200,-195,-180
00b7497b02b3b2bb,4a1329cc8eb0928a,130,130,135
0a5a021cb11299bf,4a1329cc8eb0928a,-265,-205,-195
284e05afc9479620,4a1329cc8eb0928a,-215,-155,-135
47bdfab3cdcdddfd,4a1329cc8eb0928a,-215,-235,-225
8410fb6d495a2cc2,4a1329cc8eb0928a,-155,155,155
8619c3cde7dd4e15,4a1329cc8eb0928a,-150,-110,-110
b186f4778257ca6d,4a1329cc8eb0928a,-270,-210,-192
cdf048ec9b917cfa,4a1329cc8eb0928a,-160,-125,-120
eaf8782e4e03139b,4a1329cc8eb0928a,-280,-235,-235
1efc813ccd7a5aba,4a28cb716c19157a,200,425,500
28deed0ab55ca350,4a28cb716c19157a,-135,-120,-111
2a03bc4c491b4c9a,4a28cb716c19157a,310,295,333
3cbbf947fd0d2144,4a28cb716c19157a,265,235,245
40c080d0f86f1f1f,4a28cb716c19157a,-260,-320,-320
54a15700ab185420,4a28cb716c19157a,-190,-245,-240
56ae02578b1163ee,4a28cb716c19157a,-285,-430,-400
69bca5091b2a31f6,4a28cb716c19157a,110,175,188
75e21e2f5f3be42e,4a28cb716c19157a,110,-115,-115
80572cac6ab57866,4a28cb716c19157a,-160,-190,-188
8245791a3d3403c6,4a28cb716c19157a,135,-180,-152
8b3b38167060b1d7,4a28cb716c19157a,-250,-240,-210
a419e6df765aa755,4a28cb716c19157a,-110,140,170
a6ba04a54eb7e8fa,4a28cb716c19157a,-170,-185,-170
a95be3943ea0f691,4a28cb716c19157a,-280,-430,-425
ab0d6346b7938a7f,4a28cb716c19157a,-130,-135,-130
b80ef7cdc36ab48b,4a28cb716c19157a,-150,-185,-181
bf5a5b23a49fa17c,4a28cb716c19157a,-280,-220,-220
c7375d5db21cbaae,4a28cb716c19157a,-115,-111,-103
cd117bfce747184f,4a28cb716c19157a,-165,-150,-144
dfc8c5161ea0ccb5,4a28cb716c19157a,-135,-140,-119
fceab09944a65840,4a28cb716c19157a,-270,-380,-370
6154ee95d3f4fc32,4a574b8512fc1b30,-210,-265,-225
0f9679fda36f7f41,4a57ebb14315b251,-110,132,135
1f9a6f2120835615,4a57ebb14315b251,-215,-190,-139
470391c4067bf49b,4a57ebb14315b251,120,180,200
5a096f2acb44c776,4a57ebb14315b251,-150,-160,-155
61d9eff5fa4c8578,4a57ebb14315b251,130,102,125
7fe0cec2b0f1c146,4a57ebb14315b251,255,170,187
859ca56770ac7672,4a57ebb14315b251,270,162,175
95ead23dc0c73285,4a57ebb14315b251,-175,-170,-165
a7492cbfb9b5d4a3,4a57ebb14315b251,120,110,115
ab475a3a4487d6d3,4a57ebb14315b251,-300,-280,-275
afd53c8033f6ee82,4a57ebb14315b251,-165,-122,-115
c9c79de21823d941,4a57ebb14315b251,160,133,140
d441715577c5934c,4a57ebb14315b251,-135,120,125
d5598322f81db6c9,4a57ebb14315b251,130,180,183
e4c4c54a10e06973,4a57ebb14315b251,160,200,215
ea303a8e6e31f264,4a57ebb14315b251,250,340,350
ec381753e852cb63,4a57ebb14315b251,-245,-155,-140
fa2bed87e5d6c568,4a57ebb14315b251,-120,-140,-140
6f0231915cc28507,4a6dff1b260bcf61,-200,-175,-134
c7fadbdfdc14c282,4a6dff1b260bcf61,-450,-375,-330
06d9fb9c995f1e4f,4aa58269d0664b5b,120,-143,-110
3b06c512abfa0494,4aa58269d0664b5b,-205,-200,-167
3de326b65aa6245d,4aa58269d0664b5b,-150,-225,-200
579b5770129b328a,4aa58269d0664b5b,-110,-190,-160
5f4e944ff1bdcd9c,4aa58269d0664b5b,185,225,262
5f622d812b8f407f,4aa58269d0664b5b,-134,-130,100
6b9ed3867dd42b3b,4aa58269d0664b5b,155,140,148
73f6b72b4889088f,4aa58269d0664b5b,-160,-700,-455
87c8e086c29ae543,4aa58269d0664b5b,130,120,145
949619e1b1de9e5f,4aa58269d0664b5b,255,-115,-109
d0ebb0551377a1c1,4aa58269d0664b5b,-110,-130,-120
2e11087e1a4f066b,4ac1ecf8ce59ef23,-140,-125,-115
2ec12d4bbc0752db,4ac1ecf8ce59ef23,140,129,130
357ba2f1da89031b,4ac1ecf8ce59ef23,-160,-105,100
4e981b587c1012dd,4ac1ecf8ce59ef23,-185,-160,-160
8295c37ad4b6187e,4ac1ecf8ce59ef23,-210,-215,-190
8b983e834df0c6c4,4ac1ecf8ce59ef23,180,180,190
e0f49380b9d31de0,4ae4049426e0161d,-185,-230,-220
e7318f41bce58b8c,4ae4049426e0161d,-190,-230,-210
53d6a7634c7fc036,4b1d46a1b5c0fd11,160,150,156
caef4f8801f39345,4b1d46a1b5c0fd11,160,125,129
d0ee52e17db605ab,4b1d46a1b5c0fd11,-185,-225,-225
d18b33bdd37f4683,4b1d46a1b5c0fd11,-180,105,105
0fa31c9f7495810b,4b4753d19489297f,110,-143,-130
1dfbdd569585812f,4b4753d19489297f,225,450,465
4c6030fafb46330f,4b4753d19489297f,225,375,435
b1e7100c2ab1ab79,4b4753d19489297f,145,185,200
b218d6a420abb67b,4b4753d19489297f,115,135,135
bfc321f0b0a7bf40,4b4753d19489297f,385,420,450
da876a1ab4b8eb48,4b4753d19489297f,260,320,320
e4b5f0358ce7bad4,4b4753d19489297f,155,165,165
e716f8079c60bc66,4b4753d19489297f,170,385,385
ec5e9ce2be2e1586,4b4753d19489297f,135,200,210
107079f548338ac3,4b47e71384a9522f,-185,-305,-300
1984570de7f0c89e,4b47e71384a9522f,-150,-152,-130
1bc662949337a8c4,4b47e71384a9522f,260,250,300
203b3098d892c3b1,4b47e71384a9522f,-140,-160,-155
24f156a78bd32026,4b47e71384a9522f,-165,-210,-205
2b13651b97f57b6c,4b47e71384a9522f,130,-105,102
2dc48a745d6c662b,4b47e71384a9522f,-190,-360,-330
35cdd5e50d30f26e,4b47e71384a9522f,-305,-205,-179
57d04160f5438654,4b47e71384a9522f,-160,-278,-255
5ebe8d3849273776,4b47e71384a9522f,-230,-225,-210
638a999dab6fe310,4b47e71384a9522f,160,115,115
69aa797cef2e4782,4b47e71384a9522f,-350,-410,-375
6ea77cb62aa2f276,4b47e71384a9522f,190,210,250
6f1892ed71d943d7,4b47e71384a9522f,135,122,140
786033c27fdaa020,4b47e71384a9522f,125,100,100
838a022ca5d99cc1,4b47e71384a9522f,275,170,188
84b3577229880760,4b47e71384a9522f,-230,-218,-195
9d4b2767f6630fc9,4b47e71384a9522f,-140,120,127
a69a6da9560ed62c,4b47e71384a9522f,-380,-435,-420
aeb0322f619213b1,4b47e71384a9522f,-115,-213,-190
b3c7a5a97978d156,4b47e71384a9522f,163,130,145
b53fd8bce62aa1c6,4b47e71384a9522f,-260,-310,-275
b9893ab3bed62e60,4b47e71384a9522f,-290,-190,-170
bd246b9789f88e1c,4b47e71384a9522f,-155,-155,-150
bf59d9f8bd9536f3,4b47e71384a9522f,130,150,166
c4a7f7d8eb8fe484,4b47e71384a9522f,150,130,132
c7df07266a9597d9,4b47e71384a9522f,-185,-400,-340
c9283da5f4d7aaf4,4b47e71384a9522f,-200,-380,-125
dbd0ffc84699ad6b,4b47e71384a9522f,125,230,245
eb0f7127f22457e9,4b47e71384a9522f,-260,-205,-190
1e1a09bbedf7781d,4b8fb0453a596b8e,190,150,155
2a702055a79d95a7,4b8fb0453a596b8e,170,155,155
5948876f1d80c21a,4b8fb0453a596b8e,325,440,445
4f4189009a190e35,4b93a88f3b1de35b,164,200,215
999a0fad4c82148d,4b93a88f3b1de35b,120,165,180
a2ebb5f86eb64f22,4b93a88f3b1de35b,-155,-400,-333
a5075f4eaee6036f,4b93a88f3b1de35b,140,115,145
d05cb4c4135ce402,4b93a88f3b1de35b,-135,120,142
fef29aa73bd5b907,4b93a88f3b1de35b,146,100,120
0a7517a16d2d9db6,4ba8d454f762005d,-140,110,113
1b52e24d09700dd9,4ba8d454f762005d,-230,-170,-168
2a0d4dd0997bd712,4ba8d454f762005d,-280,-600,-550
35f80e003d16a439,4ba8d454f762005d,-105,140,170
50e675146cda6e7c,4ba8d454f762005d,-250,-225,-200
5aa7ecc6507841bd,4ba8d454f762005d,135,-115,-110
602e8602fe9c9121,4ba8d454f762005d,-265,-130,-125
787d94246afe18a3,4ba8d454f762005d,135,-110,105
9a46f95c1c1e57f0,4ba8d454f762005d,145,100,115
9a8fedc4fa968bbd,4ba8d454f762005d,225,450,475
ab3820fa9944bd22,4ba8d454f762005d,335,550,660
bf41783b9446891e,4ba8d454f762005d,-185,-357,-305
c1bfbf5447f21f37,4ba8d454f762005d,-350,-400,-380
df0d4130944776d9,4ba8d454f762005d,115,-190,-183
20bbf7e139c73e8d,4bcb6eb12b4ad4aa,125,170,175
313801a4262f1ea5,4bcb6eb12b4ad4aa,-130,-145,-140
3d1f83264d87c529,4bcb6eb12b4ad4aa,160,300,315
49f83168974fb60f,4bcb6eb12b4ad4aa,-300,-330,-300
8a6ecf3dc2b17c19,4bcb6eb12b4ad4aa,160,155,165
959de17703476f44,4bcb6eb12b4ad4aa,150,118,120
c16454a3205506c6,4bcb6eb12b4ad4aa,140,175,185
00b7497b02b3b2bb,4bd6b4800070b069,-170,-155,-150
04d37c1c206c0efd,4bd6b4800070b069,-245,100,110
2d8db91f91f68069,4bd6b4800070b069,-220,-225,-190
462a95890423d3c6,4bd6b4800070b069,-130,125,145
478221ad98336565,4bd6b4800070b069,-260,-350,-320
6d9f6f7004c791d5,4bd6b4800070b069,-270,-185,-175
70e0e57a6755e31e,4bd6b4800070b069,-175,122,130
7ba4a04673307cc9,4bd6b4800070b069,-180,-190,-185
9882c1dac77c0367,4bd6b4800070b069,-195,-112,-110
b91807add93763c9,4bd6b4800070b069,-165,-255,-230
d3255f2b8ef2b559,4bd6b4800070b069,-130,-180,-175
e8f6232d12d52b58,4bd6b4800070b069,130,125,145
69b31593175f77ec,4bdedbdeedff7d1d,163,110,135
ae89ba793121fe0c,4bdedbdeedff7d1d,-345,-620,-575
edf46d6962be7e8d,4bdedbdeedff7d1d,-198,-200,-172
eedc7fccf7037949,4bdedbdeedff7d1d,-205,-190,-155
5ab2a4fec735e0b2,4bf6b225ff6099c4,-120,-139,-115
bfacb44c24bfe0e9,4bf6b225ff6099c4,120,140,170
c5259566abc552b1,4bf6b225ff6099c4,-275,-400,-357
194d3950076b2f83,4c288a2b250bb576,130,137,140
288b479c485c48b2,4c288a2b250bb576,140,175,175
da7afd49fefe6a46,4c288a2b250bb576,-230,-255,-250
fd0fd9a2d6ef8c4f,4c288a2b250bb576,170,118,120
10a1947cb3feabc1,4c2d90e335e6df19,100,105,113
34d38d77c1d3f00e,4c2d90e335e6df19,200,175,220
36630b8c820db52b,4c2d90e335e6df19,-185,-155,-150
4912788e449ce79a,4c2d90e335e6df19,-380,-500,-470
4c257f69fb974088,4c2d90e335e6df19,135,165,165
5da7d95051699adb,4c2d90e335e6df19,445,550,700
673ed36fa5c12d5f,4c2d90e335e6df19,-200,-280,-225
6b532f492e98d22f,4c2d90e335e6df19,175,178,180
8d70694ceeb0dc9a,4c2d90e335e6df19,-230,-146,-145
a716172939767cab,4c2d90e335e6df19,140,135,135
a7315147a7022a93,4c2d90e335e6df19,205,175,185
c4253cb471013765,4c2d90e335e6df19,115,136,140
dfa2fda311df08cf,4c2d90e335e6df19,175,146,165
f313eae425b7c539,4c2d90e335e6df19,-215,-290,-260
1f9ac1648b8e501e,4c7781da8c6cae93,-270,-325,-310
389c844a1a56177c,4c7781da8c6cae93,-140,-125,-115
465707233fa9cf7c,4c7781da8c6cae93,-130,-220,-205
68ba4aca75b02496,4c7781da8c6cae93,-265,-139,-125
8b0ff8defc1a14f4,4c7781da8c6cae93,-120,-290,-260
8c47c4b9503dd5b4,4c7781da8c6cae93,-230,-410,-400
bc096e8ae14582ec,4c7781da8c6cae93,-125,-115,-115
c1d2ce95229cdbd9,4c7781da8c6cae93,120,-130,-120
d0e5487f55c57ad2,4c7781da8c6cae93,-210,-175,-164
ef86720364837f68,4c7781da8c6cae93,-195,-150,-150
2a1071689c3af9df,4c88a1db5a46c6a4,-138,-135,-110
3b209a2aee014ac2,4c88a1db5a46c6a4,140,-132,-125
4341ebb5a56e6943,4c88a1db5a46c6a4,165,195,580
6d7eecf4acecda2a,4c88a1db5a46c6a4,-105,-190,-150
938c2c71b84e56ff,4c88a1db5a46c6a4,110,140,188
a1029686c3f1bead,4c88a1db5a46c6a4,-250,-303,-270
a200b5dcbdd2506e,4c88a1db5a46c6a4,375,400,450
c4caa8a4f32a0eed,4c88a1db5a46c6a4,-125,120,150
d038ff5ac21094f3,4c88a1db5a46c6a4,-145,-133,-110
3832958c913305f0,4c8d6fde2dde07c4,300,355,355
47245dd345d9ef7e,4c8d6fde2dde07c4,155,160,160
097bc98e15722998,4cd8b03aee1d0138,335,465,470
2220b73ece1730c3,4cd8b03aee1d0138,155,150,175
49f7186e1e3cf6c8,4cd8b03aee1d0138,-275,-400,-380
5c962ea13cb9b937,4cd8b03aee1d0138,-130,-157,-145
5d481ff494bf40da,4cd8b03aee1d0138,-155,-105,105
bb7408d59b7279f7,4cd8b03aee1d0138,-175,-175,-165
eed8c9955cad1e30,4cd8b03aee1d0138,-165,110,120
09b36c7157770516,4d44f37107f01b9b,-105,100,100
0bdea30d7a7322f7,4d44f37107f01b9b,170,210,215
351dccf63078a20e,4d44f37107f01b9b,-550,-600,-600
438f5404c43303b8,4d44f37107f01b9b,-145,-140,-135
4861212df08bbf77,4d44f37107f01b9b,175,200,225
57bbe424b0d6837c,4d44f37107f01b9b,-225,-245,-220
704e1351a64581ed,4d44f37107f01b9b,140,155,155
be72958d9715757d,4d44f37107f01b9b,190,315,315
cd55220a7b1378c4,4d44f37107f01b9b,130,180,180
f754d17d5047d536,4d44f37107f01b9b,280,300,300
f8896b43f4ecf861,4d44f37107f01b9b,220,270,270
05d2534e0f2d5042,4d5197f331c47290,-1200,-1600,-1500
0820a29a03d58282,4d5197f331c47290,-145,-127,-120
0bf8bb9b4ef329f9,4d5197f331c47290,-245,-215,-210
5840527835a8ffb2,4d5197f331c47290,-160,-110,-104
6e0c1faaf40caf9a,4d5197f331c47290,350,475,550
7ddd21d48e3b34b9,4d5197f331c47290,-210,-184,-175
d8fe965281e2e312,4d5197f331c47290,-165,-142,-140
e2b4130c7b1ff8bc,4d5197f331c47290,-175,-130,-120
e7859b4e70d4a9c1,4d5197f331c47290,-140,100,102
02bdb7a5b2986571,4d8fa64202cee4c1,-140,-250,-235
03eecf1926d9c77c,4d8fa64202cee4c1,-218,-184,-160
11c0ef97497303ef,4d8fa64202cee4c1,-300,-250,-212
18824fa5c15c212f,4d8fa64202cee4c1,-130,-286,-225
31b283a5559ad44d,4d8fa64202cee4c1,-165,-165,-147
48ea8a30f7b88cfc,4d8fa64202cee4c1,240,475,550
7abc4520f63f2c06,4d8fa64202cee4c1,160,-106,108
7af407397532f7cf,4d8fa64202cee4c1,-250,-550,-400
98411542ca0e847d,4d8fa64202cee4c1,-175,-161,-150
a3cd6a65aaa9f104,4d8fa64202cee4c1,-120,107,125
b6ea8880cc7af439,4d8fa64202cee4c1,-200,-315,-300
bcc9dca5136fc765,4d8fa64202cee4c1,-450,-500,-440
d6d034e98ce85246,4d8fa64202cee4c1,205,150,180
fce6ab43b7d09aa4,4d8fa64202cee4c1,-150,-161,-150
32813f5f46f045e8,4dcfb28c011c11b2,-175,-225,-190
42922bab8a3e1828,4dcfb28c011c11b2,175,185,220
58d5e4afc2dd35d1,4dcfb28c011c11b2,-110,-133,-112
65ce9335b93d9c57,4dcfb28c011c11b2,165,145,170
9e1ecdb9a8856a8c,4dcfb28c011c11b2,180,-155,-152
a7cf716f5d73b558,4dcfb28c011c11b2,115,175,180
bb1ac382e0277b3f,4dcfb28c011c11b2,-170,-102,107
e8f4e8ff49678b44,4dcfb28c011c11b2,-160,-139,-130
01c9acf719298187,4e06913c91da5200,165,-130,-127
2af50cc7f34f6fc2,4e06913c91da5200,-135,-155,-155
362a5b3cd4a70330,4e06913c91da5200,-150,-180,-170
3e1bd51261cb61df,4e06913c91da5200,120,115,115
3e39829aedc9346f,4e06913c91da5200,-110,125,129
5b6405eeb6757637,4e06913c91da5200,-140,-105,100
678eb77df5589eac,4e06913c91da5200,150,195,215
68a93f8eb34f3251,4e06913c91da5200,125,150,150
6b956992204ec040,4e06913c91da5200,105,-225,-170
6c62796d9b7e94a0,4e06913c91da5200,-140,-147,-140
7094c05bf73eee81,4e06913c91da5200,-230,-205,-200
821a1c6f5d7fab14,4e06913c91da5200,-110,-125,-115
8c9ff13791378784,4e06913c91da5200,105,-125,-120
dba710edbc3c29ff,4e06913c91da5200,-160,-145,-116
dbca9f6bb7290c0d,4e06913c91da5200,-230,-190,-165
e458ace6a440b738,4e06913c91da5200,-130,-235,-189
ffd8e8575a551875,4e06913c91da5200,170,200,225
657fd7ab7bdf9f15,4e0692ad070976e4,-230,-150,-147
a6c29d2cb319d923,4e0692ad070976e4,-120,-125,-110
b8b2cdf962cc65a0,4e0692ad070976e4,-350,-714,-615
c3b733bf084c2cd0,4e0692ad070976e4,-175,-270,-250
ce246b336b6bd638,4e0692ad070976e4,115,162,170
f00921c62315be96,4e0692ad070976e4,-110,100,102
450534f9fb9b13cd,4e30e4250cb08b61,-110,117,140
4ea4d0a73a90bfb0,4e30e4250cb08b61,110,-142,-135
51a12878b151d67b,4e30e4250cb08b61,-265,-400,-335
87105c63df95f929,4e30e4250cb08b61,-120,-140,-138
af5b940f2c686524,4e30e4250cb08b61,140,150,162
c3986c1a56a6e94d,4e30e4250cb08b61,-148,-350,-275
d6b5a6ad27a730ae,4e30e4250cb08b61,-310,-420,-390
e35f7504d83b8b07,4e30e4250cb08b61,170,175,205
ec0740be19b2ef90,4e30e4250cb08b61,-190,-250,-250
fd088ce1481315a5,4e30e4250cb08b61,-549,-1000,-770
3cf3771274a4f8b1,4e6738062d469256,-150,-250,-185
43de9ff6064361e1,4e6738062d469256,-175,-250,-235
4bbda6c1f6cf9d4e,4e6738062d469256,130,145,170
7b909acede0a26eb,4e6738062d469256,180,180,180
c245be6698c1e378,4e6738062d469256,220,260,300
d822ebc7dbc6c259,4e6738062d469256,200,194,205
e30250daa73005a8,4e6738062d469256,240,175,375
e6851877e33d343f,4e6738062d469256,-275,-250,-235
503a9ac5679c9cf7,4f11e9ce318ffbcb,365,775,775
